date,brent,usdinr,sp500,nasdaq,dow,us10y,vix,gold,fii_cash_cr,dii_cash_cr
2026-07-03,70.73,95.03,7483.24,25832.67,52900.07,4.485,15.97,4182.4,1355.33,-1953.89
